ID,Gender,Race,Age_at_Release,Residence_PUMA,Gang_Affiliated,Supervision_Risk_Score_First,Supervision_Level_First,Education_Level,Dependents,Prison_Offense,Prison_Years,Prior_Arrest_Episodes_Felony,Prior_Arrest_Episodes_Misd,Prior_Arrest_Episodes_Violent,Prior_Arrest_Episodes_Property,Prior_Arrest_Episodes_Drug,_v1,Prior_Arrest_Episodes_DVCharges,Prior_Arrest_Episodes_GunCharges,Prior_Conviction_Episodes_Felony,Prior_Conviction_Episodes_Misd,Prior_Conviction_Episodes_Viol,Prior_Conviction_Episodes_Prop,Prior_Conviction_Episodes_Drug,_v2,_v3,_v4,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Violations_ElectronicMonitoring,Violations_Instruction,Violations_FailToReport,Violations_MoveWithoutPermission,Delinquency_Reports,Program_Attendances,Program_UnexcusedAbsences,Residence_Changes,Avg_Days_per_DrugTest,DrugTests_THC_Positive,DrugTests_Cocaine_Positive,DrugTests_Meth_Positive,DrugTests_Other_Positive,Percent_Days_Employed,Jobs_Per_Year,Employment_Exempt,Recidivism_Within_3years,Recidivism_Arrest_Year1,Recidivism_Arrest_Year2,Recidivism_Arrest_Year3,Training_Sample,sex,race,age_cat,age,decile_score,score_text,priors_count,two_year_recid,is_recid,c_charge_degree
22839,M,BLACK,48 or older,18,No,2.0,Standard,At least some college,2,Drug,Less than 1 year,,,0.0,,,5 or more,No,No,3 or more,4 or more,No,3 or more,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,6,0,0,,,,,,0.524822695035461,1.0,No,Yes,No,No,Yes,1,Male,African-American,Greater than 45,50.0,2.0,Low,0.0,1,1,F
22840,F,BLACK,48 or older,2,,4.0,Standard,Less than HS diploma,1,Violent/Non-Sex,Less than 1 year,8.0,5.0,,2.0,1.0,1,Yes,No,1,2,Yes,0,0,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,0,0,0,0,54.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Female,African-American,Greater than 45,50.0,4.0,Low,16.0,0,0,F
22841,M,WHITE,38-42,6,No,7.0,Standard,At least some college,1,Property,Less than 1 year,7.0,,1.0,,1.0,2,No,No,3 or more,3,No,3 or more,1,Yes,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,3 or more,92.125,0.0,0.0,0.0,0.0,0.344640434192673,1.486770691994573,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,40.0,7.0,Medium,9.0,1,1,F
22842,M,BLACK,18-22,14,Yes,7.0,High,Less than HS diploma,0,,Greater than 2 to 3 years,3.0,0.0,0.0,0.0,3.0,0,No,No,0,0,No,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,20.0,7.0,Medium,6.0,1,1,
22843,M,WHITE,38-42,7,Yes,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,Greater than 2 to 3 years,,4.0,,,1.0,4,Yes,No,3 or more,2,Yes,3 or more,1,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,1,6,0,3 or more,70.77272727272727,0.0,0.0,0.0454545468091965,0.0454545468091965,0.2466281310211946,0.2345857418111753,No,Yes,No,No,Yes,1,Male,Caucasian,25 - 45,40.0,5.0,Medium,5.0,1,1,F
22844,M,BLACK,23-27,9,Yes,5.0,Standard,High School Diploma,3 or more,Violent/Non-Sex,1-2 years,2.0,4.0,0.0,0.0,2.0,3,No,No,0,1,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,0,6,2,1,55.8,0.4000000059604645,0.0,0.0,0.0,0.4372759856630825,1.0,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,5.0,Medium,8.0,0,0,F
22845,M,WHITE,38-42,7,No,5.0,Standard,High School Diploma,2,Drug,1-2 years,4.0,5.0,0.0,1.0,4.0,0,No,No,1,4 or more,No,1,2 or more,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,4 or more,0,0,0,489.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,Caucasian,25 - 45,40.0,5.0,Medium,14.0,0,0,F
22846,M,BLACK,48 or older,9,No,3.0,Standard,High School Diploma,2,Violent/Non-Sex,More than 3 years,2.0,3.0,,0.0,0.0,1,Yes,No,0,2,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,0,1,0,1,,,,,,1.0,2.0,No,Yes,No,Yes,No,1,Male,African-American,Greater than 45,50.0,3.0,Low,5.0,1,1,F
22847,M,WHITE,33-37,18,No,5.0,High,At least some college,0,Property,1-2 years,1.0,0.0,0.0,1.0,0.0,0,No,Yes,0,0,No,1,0,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,0,4,0,1,125.0,0.0,0.0,0.0,0.0,1.0,0.8348571428571429,No,No,No,No,No,1,Male,Caucasian,25 - 45,35.0,5.0,Medium,2.0,0,0,F
22848,M,BLACK,28-32,5,No,5.0,Standard,At least some college,3 or more,,More than 3 years,4.0,1.0,0.0,0.0,4.0,1,No,No,3 or more,0,No,0,2 or more,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,1,,,,,,0.441340782122905,0.8162011173184358,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,30.0,5.0,Medium,9.0,1,1,
22849,F,BLACK,18-22,20,,5.0,Standard,High School Diploma,3 or more,Property,Less than 1 year,2.0,3.0,1.0,4.0,0.0,0,Yes,No,1,1,No,2,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,0,Female,African-American,Less than 25,20.0,5.0,Medium,10.0,1,1,F
22850,M,BLACK,28-32,18,No,5.0,Standard,Less than HS diploma,0,Property,1-2 years,3.0,0.0,0.0,2.0,0.0,0,No,No,1,0,No,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,1,,,,,,0.0,0.0,No,No,No,No,No,0,Male,African-American,25 - 45,30.0,5.0,Medium,5.0,0,0,F
22851,M,BLACK,28-32,18,No,6.0,High,Less than HS diploma,3 or more,Drug,1-2 years,6.0,4.0,0.0,1.0,4.0,4,No,No,1,4 or more,No,0,2 or more,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,0,0,0,0,,,,,,1.0,1.979674796747967,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,6.0,Medium,15.0,0,0,F
22852,M,WHITE,33-37,17,No,5.0,Standard,High School Diploma,3 or more,Other,1-2 years,1.0,,0.0,0.0,1.0,1,No,No,0,3,No,0,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,130.8,0.0,0.0,0.0,0.0,0.4174311926605505,0.5584862385321101,No,Yes,No,Yes,No,0,Male,Caucasian,25 - 45,35.0,5.0,Medium,2.0,1,1,M
22853,F,BLACK,23-27,6,,7.0,High,Less than HS diploma,3 or more,Property,1-2 years,3.0,2.0,0.0,3.0,0.0,0,No,No,0,1,No,1,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,3 or more,28.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Female,African-American,Less than 25,25.0,7.0,Medium,8.0,1,1,F
22854,M,WHITE,23-27,17,No,5.0,Specialized,High School Diploma,0,Violent/Sex,1-2 years,1.0,0.0,1.0,0.0,0.0,0,No,No,1,0,Yes,0,0,No,No,No,No,No,No,No,Yes,No,No,No,No,0,0,0,0,11.2,0.0,0.0,0.0,0.0,0.9821428571428572,1.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,25.0,5.0,Medium,2.0,1,1,F
22855,M,BLACK,28-32,1,Yes,6.0,High,Less than HS diploma,1,Violent/Non-Sex,Less than 1 year,6.0,2.0,,1.0,1.0,3,Yes,Yes,3 or more,1,Yes,1,1,No,Yes,Yes,No,No,No,No,No,No,No,No,No,0,0,0,2,40.0,0.0,0.0,0.0,0.0,1.0,2.0,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,30.0,6.0,Medium,10.0,1,1,F
22856,M,BLACK,48 or older,11,No,4.0,Standard,Less than HS diploma,3 or more,Violent/Non-Sex,More than 3 years,,5.0,,,1.0,4,No,No,3 or more,1,Yes,3 or more,1,Yes,No,No,No,No,No,No,Yes,No,No,No,No,2,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,6.0,0,0,F
22857,M,BLACK,18-22,14,Yes,7.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,2.0,0.0,0.0,1.0,0.0,0,No,No,0,0,No,1,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,4 or more,10 or more,3 or more,0,22.33333333333333,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,African-American,Less than 25,20.0,7.0,Medium,3.0,1,1,F
22859,M,BLACK,28-32,21,No,5.0,Standard,Less than HS diploma,0,,Less than 1 year,7.0,,0.0,0.0,4.0,5 or more,No,Yes,1,4 or more,No,0,2 or more,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,0,0,0,0,38.0,0.0,0.0,0.0,0.0,1.0,2.0,No,No,No,No,No,0,Male,African-American,25 - 45,30.0,5.0,Medium,11.0,0,0,
22860,M,BLACK,28-32,10,No,4.0,Standard,At least some college,3 or more,Other,Less than 1 year,4.0,2.0,,1.0,1.0,1,Yes,Yes,2,0,No,0,1,No,No,Yes,No,No,No,No,No,No,No,No,No,0,0,0,2,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,25 - 45,30.0,4.0,Low,8.0,1,1,M
22861,M,BLACK,18-22,2,No,6.0,High,Less than HS diploma,0,Drug,Less than 1 year,1.0,1.0,0.0,1.0,1.0,0,No,No,1,1,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,6,2,0,,,,,,0.0,0.0,No,No,No,No,No,1,Male,African-American,Less than 25,20.0,6.0,Medium,4.0,0,0,F
22863,M,BLACK,38-42,5,No,4.0,,Less than HS diploma,3 or more,Property,Less than 1 year,9.0,,1.0,4.0,0.0,5 or more,Yes,Yes,1,2,Yes,3 or more,0,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,4 or more,0,0,0,88.66666666666667,0.0,0.0,0.0,0.0,1.0,1.0,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,40.0,4.0,Low,14.0,1,1,F
22864,M,BLACK,48 or older,20,No,3.0,Standard,High School Diploma,3 or more,Drug,1-2 years,,,,3.0,2.0,4,No,No,2,4 or more,No,0,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,80.6,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,African-American,Greater than 45,50.0,3.0,Low,5.0,0,0,F
22865,M,BLACK,33-37,4,Yes,7.0,High,High School Diploma,2,Drug,1-2 years,,3.0,0.0,0.0,,5 or more,Yes,Yes,3 or more,0,No,0,2 or more,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,1,8,0,1,97.6,0.4000000059604645,0.2000000029802322,0.0,0.0,0.4282786885245902,0.7484631147540984,No,Yes,No,Yes,No,1,Male,African-American,25 - 45,35.0,7.0,Medium,3.0,1,1,F
22866,M,WHITE,18-22,13,No,10.0,Standard,High School Diploma,0,Drug,1-2 years,5.0,1.0,0.0,3.0,1.0,2,No,No,3 or more,1,No,3 or more,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,10 or more,0,1,71.26666666666667,0.0,0.0,0.0,0.0,0.3545369504209542,1.025023386342376,No,Yes,No,Yes,No,0,Male,Caucasian,Less than 25,20.0,10.0,High,10.0,1,1,F
22867,M,BLACK,33-37,9,No,5.0,Standard,Less than HS diploma,3 or more,Property,1-2 years,3.0,0.0,0.0,1.0,1.0,1,No,No,1,0,No,1,0,No,No,No,No,No,Yes,No,No,No,Yes,No,No,0,0,0,1,47.4,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,No,1,Male,African-American,25 - 45,35.0,5.0,Medium,5.0,0,0,F
22868,M,BLACK,18-22,11,Yes,1.0,Standard,High School Diploma,1,Other,Less than 1 year,5.0,3.0,2.0,3.0,0.0,2,No,Yes,0,4 or more,Yes,2,0,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,4 or more,0,0,0,11.35294117647059,0.0588235296308994,0.0,0.0,0.0,1.0,1.0,No,Yes,No,Yes,No,0,Male,African-American,Less than 25,20.0,1.0,Low,13.0,1,1,M
22869,M,WHITE,18-22,19,No,7.0,High,Less than HS diploma,0,Property,Less than 1 year,1.0,4.0,0.0,1.0,1.0,1,No,No,1,1,No,1,0,No,No,No,No,No,No,No,No,No,Yes,No,No,3,8,3 or more,0,63.25,0.0,0.0,0.0,0.125,0.4743083003952569,0.7218379446640316,No,Yes,Yes,No,No,0,Male,Caucasian,Less than 25,20.0,7.0,Medium,7.0,1,1,F
22870,M,BLACK,23-27,8,Yes,5.0,Standard,Less than HS diploma,3 or more,,Less than 1 year,6.0,5.0,0.0,3.0,,3,No,Yes,2,3,No,1,2 or more,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,255.5,0.0,0.0,0.0,0.0,0.812133072407045,0.7147749510763209,Yes,Yes,No,Yes,No,1,Male,African-American,Less than 25,25.0,5.0,Medium,14.0,1,1,
22871,M,BLACK,33-37,18,Yes,8.0,Specialized,Less than HS diploma,0,Property,More than 3 years,5.0,,1.0,4.0,3.0,4,No,No,0,4 or more,No,1,0,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,10 or more,1,0,42.18181818181818,0.1818181872367859,0.0,0.0,0.0,0.1336206896551724,0.787176724137931,No,No,No,No,No,0,Male,African-American,25 - 45,35.0,8.0,High,13.0,0,0,F
22872,M,BLACK,18-22,8,No,7.0,High,Less than HS diploma,3 or more,Drug,1-2 years,4.0,1.0,1.0,2.0,1.0,0,No,No,0,1,No,1,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,1,602.0,0.5,0.0,0.0,0.0,0.3305647840531561,0.3033637873754153,No,Yes,No,Yes,No,1,Male,African-American,Less than 25,20.0,7.0,Medium,9.0,1,1,F
22873,M,BLACK,28-32,13,No,5.0,,High School Diploma,0,,Less than 1 year,6.0,0.0,0.0,0.0,,1,No,Yes,1,0,No,0,2 or more,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,0,6,0,1,17.625,0.0,0.0,0.0,0.0,1.0,2.0,No,No,No,No,No,1,Male,African-American,25 - 45,30.0,5.0,Medium,6.0,0,0,
22874,M,BLACK,18-22,9,No,10.0,Specialized,Less than HS diploma,0,Property,1-2 years,3.0,1.0,0.0,3.0,0.0,0,No,No,1,1,No,2,0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,4 or more,4,0,0,37.33333333333334,0.0,0.0,0.0,0.0833333358168602,0.1272321428571428,0.8152901785714286,No,Yes,No,No,Yes,1,Male,African-American,Less than 25,20.0,10.0,High,7.0,1,1,F
22875,M,BLACK,23-27,4,No,7.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,4.0,2.0,1.0,0.0,1.0,4,No,Yes,0,1,No,1,1,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,0,6,0,1,133.0,0.0,0.0,0.0,0.0,0.9824561403508772,0.3051378446115288,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,8.0,0,0,F
22876,F,WHITE,18-22,14,,8.0,High,Less than HS diploma,0,,Less than 1 year,4.0,1.0,1.0,0.0,2.0,2,Yes,No,2,0,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,12.90476190476191,0.0,0.0,0.0,0.0,0.1845018450184502,2.021678966789668,No,No,No,No,No,0,Female,Caucasian,Less than 25,20.0,8.0,High,8.0,0,0,
22877,F,WHITE,33-37,13,,8.0,High,At least some college,3 or more,Property,Less than 1 year,6.0,2.0,1.0,4.0,2.0,1,No,No,1,1,No,1,1,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,0,4,1,0,,,,,,0.8874458874458875,1.0,No,Yes,No,Yes,No,1,Female,Caucasian,25 - 45,35.0,8.0,High,15.0,1,1,F
22878,M,BLACK,38-42,20,No,7.0,High,Less than HS diploma,0,Property,Greater than 2 to 3 years,8.0,,2.0,,3.0,0,No,No,3 or more,4 or more,Yes,3 or more,2 or more,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,3 or more,184.0,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,No,Yes,No,0,Male,African-American,25 - 45,40.0,7.0,Medium,13.0,1,1,F
22879,F,WHITE,23-27,3,,6.0,Specialized,At least some college,3 or more,Violent/Non-Sex,Less than 1 year,2.0,3.0,1.0,0.0,1.0,1,No,No,1,0,Yes,0,0,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,0,6,0,1,128.75,0.25,0.0,0.0,0.0,1.0,1.418446601941747,No,Yes,No,Yes,No,1,Female,Caucasian,Less than 25,25.0,6.0,Medium,7.0,1,1,F
22880,M,BLACK,23-27,8,No,5.0,Standard,At least some college,0,Violent/Non-Sex,Less than 1 year,2.0,1.0,1.0,1.0,0.0,0,No,No,0,1,No,0,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.2412177985948478,0.8553864168618267,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,5.0,Medium,5.0,1,1,F
22881,M,BLACK,18-22,18,No,6.0,Specialized,Less than HS diploma,0,Property,Greater than 2 to 3 years,1.0,1.0,1.0,1.0,0.0,0,No,No,1,0,No,1,0,No,No,No,No,No,No,Yes,No,No,No,No,No,0,0,0,2,44.8,0.0,0.0,0.0,0.0,0.2901785714285715,1.0,No,No,No,No,No,1,Male,African-American,Less than 25,20.0,6.0,Medium,4.0,0,0,F
22882,F,WHITE,23-27,21,,9.0,Standard,High School Diploma,1,Property,Less than 1 year,6.0,3.0,0.0,4.0,1.0,4,No,No,0,2,No,2,0,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,0,0,0,16.26666666666667,0.0,0.0,0.0,0.0,1.0,2.0,No,No,No,No,No,1,Female,Caucasian,Less than 25,25.0,9.0,High,14.0,0,0,F
22883,M,BLACK,43-47,4,No,7.0,Standard,Less than HS diploma,3 or more,Property,1-2 years,,,2.0,,4.0,5 or more,No,No,3 or more,4 or more,No,3 or more,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,0,2,1,0,34.85185185185185,0.0,0.0,0.0,0.0,0.9330499468650372,0.3881509032943677,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,45.0,7.0,Medium,6.0,1,1,F
22884,M,WHITE,28-32,17,Yes,5.0,Standard,High School Diploma,0,Property,Less than 1 year,4.0,0.0,0.0,2.0,1.0,1,No,No,3 or more,0,No,2,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,4 or more,0,0,0,,,,,,1.0,1.0,No,Yes,No,No,Yes,0,Male,Caucasian,25 - 45,30.0,5.0,Medium,7.0,1,1,F
22885,M,WHITE,23-27,8,No,8.0,,Less than HS diploma,0,Violent/Non-Sex,1-2 years,8.0,,1.0,3.0,1.0,5 or more,No,No,3 or more,3,Yes,0,1,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,4 or more,0,0,0,,,,,,1.0,1.0,No,Yes,No,No,Yes,1,Male,Caucasian,Less than 25,25.0,8.0,High,13.0,1,1,F
22886,M,WHITE,38-42,18,No,3.0,Standard,Less than HS diploma,2,Violent/Non-Sex,1-2 years,0.0,2.0,2.0,0.0,0.0,0,Yes,No,0,1,Yes,0,0,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,40.0,3.0,Low,4.0,1,1,F
22887,M,WHITE,33-37,18,Yes,7.0,Standard,High School Diploma,0,Property,Less than 1 year,3.0,0.0,0.0,2.0,0.0,1,No,Yes,2,0,No,2,0,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,0,0,0,0,,,,,,0.2646592709984152,1.157686212361331,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,35.0,7.0,Medium,5.0,1,1,F
22888,F,WHITE,28-32,5,,9.0,Specialized,High School Diploma,0,Drug,1-2 years,3.0,,0.0,1.0,2.0,5 or more,No,No,2,0,No,1,1,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0,0,0,1,48.2,0.0,0.0,0.0,0.0,1.0,2.0,No,No,No,No,No,1,Female,Caucasian,25 - 45,30.0,9.0,High,6.0,0,0,F
22889,M,WHITE,23-27,12,No,7.0,High,At least some college,3 or more,Drug,Less than 1 year,5.0,4.0,1.0,0.0,2.0,3,Yes,No,0,0,No,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,Less than 25,25.0,7.0,Medium,12.0,1,1,F
22890,M,BLACK,23-27,7,No,7.0,High,High School Diploma,0,,1-2 years,5.0,,1.0,0.0,4.0,1,Yes,No,1,1,No,0,2 or more,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,No,No,No,No,1,Male,African-American,Less than 25,25.0,7.0,Medium,10.0,0,0,
22891,M,BLACK,38-42,8,No,4.0,Standard,High School Diploma,3 or more,Other,Greater than 2 to 3 years,3.0,4.0,0.0,0.0,1.0,0,No,No,0,1,No,0,1,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,0.0,0.0,0.0,0.0,,,Yes,No,No,No,No,1,Male,African-American,25 - 45,40.0,4.0,Low,8.0,0,0,M
22892,M,BLACK,28-32,12,No,5.0,Standard,Less than HS diploma,0,Drug,1-2 years,3.0,2.0,0.0,1.0,2.0,2,No,No,1,0,No,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,4 or more,10 or more,3 or more,3 or more,109.7272727272727,0.0,0.0,0.0,0.0909090936183929,0.4937862468931234,0.9078293289146644,No,Yes,No,No,Yes,1,Male,African-American,25 - 45,30.0,5.0,Medium,8.0,1,1,F
22893,M,WHITE,48 or older,9,No,5.0,Standard,Less than HS diploma,3 or more,Other,1-2 years,7.0,3.0,0.0,4.0,4.0,0,Yes,Yes,0,0,No,0,0,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,0,0,0,0,47.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,0,Male,Caucasian,Greater than 45,50.0,5.0,Medium,18.0,1,1,M
22895,M,WHITE,18-22,17,Yes,1.0,Standard,Less than HS diploma,1,Other,Less than 1 year,4.0,,1.0,3.0,2.0,5 or more,No,No,3 or more,4 or more,Yes,3 or more,1,No,No,No,No,Yes,No,No,No,No,No,No,Yes,4 or more,0,0,1,,,,,,0.8621553884711779,0.9154135338345863,No,Yes,No,Yes,No,1,Male,Caucasian,Less than 25,20.0,1.0,Low,10.0,1,1,M
22897,M,WHITE,23-27,7,No,6.0,High,Less than HS diploma,2,Other,Less than 1 year,8.0,3.0,0.0,,0.0,4,No,Yes,1,0,No,3 or more,0,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,0,0,0,0,,,,,,0.0,0.0,No,Yes,Yes,No,No,0,Male,Caucasian,Less than 25,25.0,6.0,Medium,11.0,1,1,M
22898,F,WHITE,48 or older,17,,3.0,Standard,At least some college,2,Drug,1-2 years,1.0,1.0,0.0,1.0,0.0,0,No,No,0,0,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,0,0,1,340.5,0.0,0.0,0.0,0.0,1.0,0.8045154185022027,No,No,No,No,No,1,Female,Caucasian,Greater than 45,50.0,3.0,Low,3.0,0,0,F
22899,M,BLACK,48 or older,5,No,4.0,,Less than HS diploma,0,Property,1-2 years,3.0,0.0,0.0,2.0,0.0,1,No,No,2,1,No,3 or more,0,No,No,No,No,No,Yes,No,Yes,No,No,No,No,0,5,0,1,116.25,0.0,0.125,0.0,0.0,1.0,0.785483870967742,Yes,No,No,No,No,1,Male,African-American,Greater than 45,50.0,4.0,Low,5.0,0,0,F
22900,M,BLACK,23-27,8,Yes,8.0,High,Less than HS diploma,0,Property,1-2 years,4.0,2.0,1.0,3.0,0.0,1,No,No,0,0,No,1,0,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,0,0,0,2,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,25.0,8.0,High,10.0,1,1,F
22902,M,WHITE,23-27,17,No,5.0,Specialized,High School Diploma,2,Violent/Non-Sex,Less than 1 year,4.0,,2.0,,1.0,5 or more,Yes,No,2,4 or more,Yes,3 or more,1,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,2,0,0,1,121.6666666666667,0.0,0.0,0.0,0.0,0.7205479452054795,3.0,No,Yes,No,Yes,No,1,Male,Caucasian,Less than 25,25.0,5.0,Medium,7.0,1,1,F
22903,M,BLACK,43-47,5,No,2.0,Standard,High School Diploma,2,Other,1-2 years,1.0,0.0,0.0,0.0,0.0,0,No,No,0,0,No,0,0,No,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,,,,,,0.6611111111111111,1.0,No,No,No,No,No,1,Male,African-American,25 - 45,45.0,2.0,Low,1.0,0,0,M
22904,M,BLACK,33-37,18,No,7.0,High,Less than HS diploma,3 or more,Drug,More than 3 years,7.0,,,1.0,,1,Yes,No,2,2,No,0,2 or more,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,0,5,0,1,92.5,0.25,0.0,0.0,0.0,0.4351351351351351,2.961486486486486,No,No,No,No,No,0,Male,African-American,25 - 45,35.0,7.0,Medium,8.0,0,0,F
22905,F,WHITE,38-42,21,,3.0,Standard,Less than HS diploma,0,,1-2 years,4.0,3.0,0.0,1.0,3.0,0,No,No,0,0,No,0,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,3,1,0,46.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Female,Caucasian,25 - 45,40.0,3.0,Low,11.0,1,1,
22906,M,WHITE,28-32,12,Yes,6.0,High,High School Diploma,0,Drug,Less than 1 year,3.0,2.0,0.0,1.0,1.0,1,No,No,1,2,No,1,0,No,No,No,No,Yes,Yes,No,No,No,No,No,No,0,0,0,3 or more,,,,,,0.0,0.0,No,Yes,Yes,No,No,1,Male,Caucasian,25 - 45,30.0,6.0,Medium,7.0,1,1,F
22907,M,WHITE,38-42,7,No,3.0,Standard,Less than HS diploma,3 or more,Drug,More than 3 years,3.0,1.0,0.0,1.0,1.0,0,No,No,1,1,No,0,1,No,No,No,No,No,Yes,No,No,No,No,No,No,0,7,0,0,,0.0,0.0,0.0,0.0,,,No,No,No,No,No,1,Male,Caucasian,25 - 45,40.0,3.0,Low,6.0,0,0,F
22908,M,BLACK,18-22,6,No,9.0,Specialized,Less than HS diploma,1,Property,Less than 1 year,7.0,2.0,0.0,,0.0,1,No,Yes,1,1,No,1,0,No,No,No,No,No,Yes,No,No,No,No,No,No,0,2,2,1,8.166666666666666,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,No,Yes,Yes,No,No,1,Male,African-American,Less than 25,20.0,9.0,High,9.0,1,1,F
